pesel,exam_type,score,attempt_number,exam_date,city
64371034900,PRACTICE,90.25,1,2015-04-03,Ostroleka
41752627200,PRACTICE,91,1,2015-04-08,Rzeszow
38005428000,PRACTICE,76.0,1,2015-04-03,Warszawa - Radarowa
39754593900,PRACTICE,66,1,2015-04-08,Chelm
39754593900,PRACTICE,76,2,2015-04-08,Koszalin
84179013300,PRACTICE,79.8,1,2015-04-03,Radom - Radomskiego
33372516000,PRACTICE,98,1,2015-04-09,Slupsk
03724955300,PRACTICE,78,1,2015-04-08,Tarnow
19885052500,PRACTICE,62,1,2015-04-08,Lodz - Maratonska
19885052500,PRACTICE,81,2,2015-04-08,Slupsk
09634496400,PRACTICE,76.0,1,2015-04-02,Tarnow
83153242500,PRACTICE,75,1,2015-04-08,Koszalin
05188613000,PRACTICE,60,1,2015-04-08,Legnica
05188613000,PRACTICE,63,2,2015-04-08,Olawa
05188613000,PRACTICE,51,3,2015-04-08,Grudziadz
05188613000,PRACTICE,86,4,2015-04-08,Grudziadz
78987362300,PRACTICE,98,1,2015-04-08,Dabrowa Gornicza
23565652500,PRACTICE,100,1,2015-04-08,Biala Podlaska
10201799000,PRACTICE,76.0,1,2015-04-02,Tychy
63535831500,PRACTICE,55.099999999999994,1,2015-04-02,Dabrowa Gornicza
63535831500,PRACTICE,60.8,2,2015-04-02,Slupsk
63535831500,PRACTICE,85.5,3,2015-04-02,Olsztyn
58486887600,PRACTICE,95.0,1,2015-04-03,Konin
11008065200,PRACTICE,85.5,1,2015-04-02,Czestochowa
05659775200,PRACTICE,80.75,1,2015-04-03,Gdansk
72911816800,PRACTICE,52.25,1,2015-04-03,Mlawa
72911816800,PRACTICE,68.39999999999999,2,2015-04-03,Mlawa
72911816800,PRACTICE,89.3,3,2015-04-03,Rybnik
47818975000,PRACTICE,61.75,1,2015-04-03,Rybnik
47818975000,PRACTICE,59.849999999999994,2,2015-04-03,Rybnik
47818975000,PRACTICE,85.5,3,2015-04-03,Radom - Radomskiego
43235180000,PRACTICE,87,1,2015-04-09,Bielsko Biala
45148168200,PRACTICE,64.6,1,2015-04-02,Krakow - Nowohucka
45148168200,PRACTICE,91.19999999999999,2,2015-04-02,Oswiecim
77103165400,PRACTICE,100,1,2015-04-09,Tarnogrzeg
11920072900,PRACTICE,89,1,2015-04-08,Rzeszow
34243475900,PRACTICE,67.45,1,2015-04-03,Suwalki
34243475900,PRACTICE,82.64999999999999,2,2015-04-03,Radom - Radomskiego
72344453400,PRACTICE,79.8,1,2015-04-02,Sochaczew
36080596300,PRACTICE,96,1,2015-04-08,Krakow - Nowohucka
22493052800,PRACTICE,92,1,2015-04-08,Tarnogrzeg
37929703200,PRACTICE,83,1,2015-04-08,Rzeszow
79064756200,PRACTICE,77,1,2015-04-09,Klodzko
03007343400,PRACTICE,59,1,2015-04-08,Krakow - Balicka
03007343400,PRACTICE,81,2,2015-04-08,Piotrkow Trybunalski
71067806900,PRACTICE,56,1,2015-04-08,Biala Podlaska
71067806900,PRACTICE,62,2,2015-04-08,Grojec
71067806900,PRACTICE,91,3,2015-04-08,Bielsk Podlaski
58043033800,PRACTICE,57.0,1,2015-04-03,Garwolin
58043033800,PRACTICE,70.3,2,2015-04-03,Lomza
58043033800,PRACTICE,76.95,3,2015-04-03,Kamienna Gora
06031683900,PRACTICE,58.9,1,2015-04-02,Kozienice
06031683900,PRACTICE,64.6,2,2015-04-02,Wroclaw
06031683900,PRACTICE,73.14999999999999,3,2015-04-02,Luban
06031683900,PRACTICE,56.05,4,2015-04-02,Opole
06031683900,PRACTICE,49.4,5,2015-04-02,Siedlce
06031683900,PRACTICE,57.0,6,2015-04-02,Krakow - Nowohucka
06031683900,PRACTICE,93.1,7,2015-04-02,Czestochowa
77519491700,PRACTICE,76.0,1,2015-04-02,Nowy Targ
61196216200,PRACTICE,93.1,1,2015-04-02,Gdansk
31473110600,PRACTICE,54.15,1,2015-04-03,Oswiecim
31473110600,PRACTICE,76.0,2,2015-04-03,Rybnik
62950357800,PRACTICE,78.85,1,2015-04-02,Siedlce
69368227100,PRACTICE,92,1,2015-04-08,Opole
08636425500,PRACTICE,60,1,2015-04-08,Lodz - Maratonska
08636425500,PRACTICE,75,2,2015-04-08,Slupsk
17982253900,PRACTICE,83,1,2015-04-08,Walbrzych
86241985300,PRACTICE,81,1,2015-04-09,Barlinek
37251781800,PRACTICE,86.45,1,2015-04-03,Lukow
05864127800,PRACTICE,49.4,1,2015-04-03,Pulawy
05864127800,PRACTICE,73.14999999999999,2,2015-04-03,Skierniewice
05864127800,PRACTICE,80.75,3,2015-04-03,Slupsk
32575498000,PRACTICE,95.0,1,2015-04-03,Poznan
08124228700,PRACTICE,89.3,1,2015-04-02,Grudziadz
51269136200,PRACTICE,88.35,1,2015-04-02,Walbrzych
32009995300,PRACTICE,63.65,1,2015-04-03,Boleslawiec
32009995300,PRACTICE,80.75,2,2015-04-03,Nowy Sacz
73057624900,PRACTICE,79.8,1,2015-04-02,Pulawy
64626676300,PRACTICE,61.75,1,2015-04-03,Szczecinek
64626676300,PRACTICE,63.65,2,2015-04-03,Kozienice
64626676300,PRACTICE,91.19999999999999,3,2015-04-03,Zielona Gora
75526959900,PRACTICE,57,1,2015-04-08,Krosno
75526959900,PRACTICE,71,2,2015-04-08,Przemysl
75526959900,PRACTICE,80,3,2015-04-08,Grojec
73755113800,PRACTICE,77.89999999999999,1,2015-04-03,Lomza
61089308600,PRACTICE,57.949999999999996,1,2015-04-02,Pulawy
61089308600,PRACTICE,57.0,2,2015-04-02,Przemysl
61089308600,PRACTICE,77.89999999999999,3,2015-04-02,Wloclawek
42716098700,PRACTICE,71.25,1,2015-04-02,Oswiecim
42716098700,PRACTICE,67.45,2,2015-04-02,Piotrkow Trybunalski
42716098700,PRACTICE,64.6,3,2015-04-02,Mlawa
42716098700,PRACTICE,67.45,4,2015-04-02,Bytom
42716098700,PRACTICE,92.14999999999999,5,2015-04-02,Wroclaw
26461141300,PRACTICE,79.8,1,2015-04-03,Wroclaw
84092772000,PRACTICE,76.95,1,2015-04-02,Zwolen
14875378700,PRACTICE,58,1,2015-04-08,Tychy
14875378700,PRACTICE,95,2,2015-04-08,Radom
16353035600,PRACTICE,74,1,2015-04-09,Sochaczew
16353035600,PRACTICE,92,2,2015-04-09,Bilgoraj
35838328700,PRACTICE,78,1,2015-04-08,Legnica
71866841000,PRACTICE,96,1,2015-04-09,Biala Podlaska
52268038100,PRACTICE,81,1,2015-04-08,Gdansk
87265518100,PRACTICE,52,1,2015-04-08,Walbrzych
87265518100,PRACTICE,80,2,2015-04-08,Bialystok
22734793700,PRACTICE,76,1,2015-04-09,Barlinek
72683501500,PRACTICE,51.3,1,2015-04-03,Olesnica
72683501500,PRACTICE,63.65,2,2015-04-03,Walbrzych
72683501500,PRACTICE,82.64999999999999,3,2015-04-03,Olsztyn
28817982000,PRACTICE,48.449999999999996,1,2015-04-02,Radom - Radomskiego
28817982000,PRACTICE,86.45,2,2015-04-02,Wloclawek
77599034500,PRACTICE,100,1,2015-04-08,Lubin
65274621200,PRACTICE,83,1,2015-04-09,Boleslawiec
21108644100,PRACTICE,83.6,1,2015-04-03,Katowice
68367054000,PRACTICE,58.9,1,2015-04-02,Zwolen
68367054000,PRACTICE,85.5,2,2015-04-02,Bielsko Biala
01983364000,PRACTICE,54,1,2015-04-09,Pila
01983364000,PRACTICE,60,2,2015-04-09,Bielsko Biala
01983364000,PRACTICE,71,3,2015-04-09,Lubin
01983364000,PRACTICE,66,4,2015-04-09,Oswiecim
01983364000,PRACTICE,54,5,2015-04-09,Lomza
01983364000,PRACTICE,78,6,2015-04-09,Krosno
18299179800,PRACTICE,79,1,2015-04-08,Lukow
89104108200,PRACTICE,62,1,2015-04-09,Bydgoszcz
89104108200,PRACTICE,100,2,2015-04-09,Siedlce
76465874000,PRACTICE,84.55,1,2015-04-03,Sieradz
79356983800,PRACTICE,55.099999999999994,1,2015-04-02,Walbrzych
79356983800,PRACTICE,95.0,2,2015-04-02,Nowy Targ
08960176900,PRACTICE,76.95,1,2015-04-03,Rzeszow
56275247100,PRACTICE,62,1,2015-04-09,Chelm
56275247100,PRACTICE,58,2,2015-04-09,Przemysl
56275247100,PRACTICE,75,3,2015-04-09,Krakow - Nowohucka
48715789400,PRACTICE,69.35,1,2015-04-02,Pila
48715789400,PRACTICE,55.099999999999994,2,2015-04-02,Inowroclaw
48715789400,PRACTICE,64.6,3,2015-04-02,Zielona Gora
48715789400,PRACTICE,62.699999999999996,4,2015-04-02,Kozienice
48715789400,PRACTICE,83.6,5,2015-04-02,Ostrowiec Swietokrzyski
34988194600,PRACTICE,54,1,2015-04-08,Gdynia
34988194600,PRACTICE,67,2,2015-04-08,Katowice
34988194600,PRACTICE,61,3,2015-04-08,Piotrkow Trybunalski
34988194600,PRACTICE,96,4,2015-04-08,Tarnow
59482922500,PRACTICE,80.75,1,2015-04-02,Opole
15932862900,PRACTICE,51,1,2015-04-09,Bydgoszcz
15932862900,PRACTICE,73,2,2015-04-09,Pulawy
15932862900,PRACTICE,93,3,2015-04-09,Opole
56856312200,PRACTICE,99,1,2015-04-08,Konin
18255027500,PRACTICE,71.25,1,2015-04-03,Nysa
18255027500,PRACTICE,74.1,2,2015-04-03,Piotrkow Trybunalski
18255027500,PRACTICE,91.19999999999999,3,2015-04-03,Walbrzych
34120737100,PRACTICE,68.39999999999999,1,2015-05-05,Gdynia
34120737100,PRACTICE,86.45,2,2015-05-05,Zamosc
20375844300,PRACTICE,66.5,1,2015-05-05,Plock
20375844300,PRACTICE,94.05,2,2015-05-05,Olawa
39785958400,PRACTICE,69.35,1,2015-05-05,Przemysl
39785958400,PRACTICE,79.8,2,2015-05-05,Tychy
45391222900,PRACTICE,49.4,1,2015-05-05,Gdynia
45391222900,PRACTICE,80.75,2,2015-05-05,Katowice
66230702600,PRACTICE,71.25,1,2015-05-05,Gorzow Wielkopolski
66230702600,PRACTICE,91.19999999999999,2,2015-05-05,Pulawy
38468248600,PRACTICE,57,1,2015-05-11,Katowice
38468248600,PRACTICE,97,2,2015-05-11,Tarnow
32919161900,PRACTICE,81.7,1,2015-05-05,Czestochowa
61485553400,PRACTICE,60.8,1,2015-05-06,Jelenia Gora
61485553400,PRACTICE,66.5,2,2015-05-06,Chelm
61485553400,PRACTICE,50.349999999999994,3,2015-05-06,Garwolin
61485553400,PRACTICE,56.05,4,2015-05-06,Wroclaw
61485553400,PRACTICE,76.95,5,2015-05-06,Torun
72302101000,PRACTICE,70,1,2015-05-11,Szczecinek
72302101000,PRACTICE,53,2,2015-05-11,Zwolen
72302101000,PRACTICE,50,3,2015-05-11,Katowice
72302101000,PRACTICE,52,4,2015-05-11,Jastrzebie Zdroj
72302101000,PRACTICE,71,5,2015-05-11,Torun
72302101000,PRACTICE,86,6,2015-05-11,Ostroleka
36097192300,PRACTICE,54.15,1,2015-05-05,Kozienice
36097192300,PRACTICE,75.05,2,2015-05-05,Krakow - Balicka
85229892500,PRACTICE,84,1,2015-05-11,Nowy Targ
56608645200,PRACTICE,71,1,2015-05-11,Biala Podlaska
56608645200,PRACTICE,78,2,2015-05-11,Bilgoraj
64361650500,PRACTICE,54.15,1,2015-05-05,Legnica
64361650500,PRACTICE,93.1,2,2015-05-05,Poznan
04265548400,PRACTICE,69.35,1,2015-05-06,Grojec
04265548400,PRACTICE,77.89999999999999,2,2015-05-06,Oswiecim
20664739200,PRACTICE,60.8,1,2015-05-06,Czestochowa
20664739200,PRACTICE,91.19999999999999,2,2015-05-06,Garwolin
07443321600,PRACTICE,58.9,1,2015-05-05,Rybnik
07443321600,PRACTICE,77.89999999999999,2,2015-05-05,Rybnik
33313214400,PRACTICE,56.05,1,2015-05-06,Gdynia
33313214400,PRACTICE,88.35,2,2015-05-06,Milicz
24440927400,PRACTICE,78,1,2015-05-12,Warszawa - Radarowa
89327208100,PRACTICE,94.05,1,2015-05-05,Gdynia
00802196500,PRACTICE,82,1,2015-05-11,Radom
19457937100,PRACTICE,66.5,1,2015-05-06,Wloclawek
19457937100,PRACTICE,50.349999999999994,2,2015-05-06,Glogow
19457937100,PRACTICE,63.65,3,2015-05-06,Bilgoraj
19457937100,PRACTICE,94.05,4,2015-05-06,Lubin
52487785300,PRACTICE,69,1,2015-05-11,Klodzko
52487785300,PRACTICE,97,2,2015-05-11,Poznan
06902921400,PRACTICE,76.95,1,2015-05-05,Jastrzebie Zdroj
65336289700,PRACTICE,70,1,2015-05-12,Inowroclaw
65336289700,PRACTICE,54,2,2015-05-12,Ostrowiec Swietokrzyski
65336289700,PRACTICE,61,3,2015-05-12,Konin
65336289700,PRACTICE,58,4,2015-05-12,Czestochowa
65336289700,PRACTICE,98,5,2015-05-12,Pila
08333690700,PRACTICE,47.5,1,2015-05-05,Sochaczew
08333690700,PRACTICE,58.9,2,2015-05-05,Rybnik
08333690700,PRACTICE,95.0,3,2015-05-05,Zielona Gora
63571739300,PRACTICE,66.5,1,2015-05-05,Ciechanow
63571739300,PRACTICE,93.1,2,2015-05-05,Bielsk Podlaski
01194931100,PRACTICE,58,1,2015-05-11,Elblag
01194931100,PRACTICE,68,2,2015-05-11,Biala Podlaska
01194931100,PRACTICE,67,3,2015-05-11,Bytom
01194931100,PRACTICE,64,4,2015-05-11,Wroclaw
01194931100,PRACTICE,56,5,2015-05-11,Milicz
01194931100,PRACTICE,87,6,2015-05-11,Zamosc
72235765400,PRACTICE,48.449999999999996,1,2015-05-05,Wloclawek
72235765400,PRACTICE,56.05,2,2015-05-05,Boleslawiec
72235765400,PRACTICE,76.95,3,2015-05-05,Poznan
18759093600,PRACTICE,50.349999999999994,1,2015-05-06,Konin
18759093600,PRACTICE,83.6,2,2015-05-06,Lodz - Maratonska
11540587500,PRACTICE,68.39999999999999,1,2015-05-06,Barlinek
11540587500,PRACTICE,78.85,2,2015-05-06,Bielsk Podlaski
26411010100,PRACTICE,63.65,1,2015-05-05,Biala Podlaska
26411010100,PRACTICE,87.39999999999999,2,2015-05-05,Luban
62771111100,PRACTICE,65,1,2015-05-12,Piotrkow Trybunalski
62771111100,PRACTICE,95,2,2015-05-12,Bilgoraj
41930335600,PRACTICE,87.39999999999999,1,2015-05-05,Lodz - Smutna
80610186700,PRACTICE,88.35,1,2015-05-06,Gdansk
18599770700,PRACTICE,80.75,1,2015-05-05,Gdynia
09255840100,PRACTICE,92.14999999999999,1,2015-05-05,Lodz - Smutna
49333060000,PRACTICE,82.64999999999999,1,2015-05-05,Bielsk Podlaski
69162335900,PRACTICE,91.19999999999999,1,2015-05-06,Jastrzebie Zdroj
82863048500,PRACTICE,95.0,1,2015-05-06,Lomza
49573514700,PRACTICE,68.39999999999999,1,2015-05-05,Klodzko
49573514700,PRACTICE,89.3,2,2015-05-05,Krakow - Nowohucka
03195615100,PRACTICE,72,1,2015-05-12,Ostroleka
03195615100,PRACTICE,87,2,2015-05-12,Leszno
39825580100,PRACTICE,56,1,2015-05-11,Ciechanow
39825580100,PRACTICE,97,2,2015-05-11,Biala Podlaska
31986835300,PRACTICE,84.55,1,2015-05-05,Lomza
29067474300,PRACTICE,77.89999999999999,1,2015-05-06,Lodz - Smutna
07357971500,PRACTICE,50,1,2015-05-12,Bielsk Podlaski
07357971500,PRACTICE,98,2,2015-05-12,Slupsk
07397690200,PRACTICE,84,1,2015-05-12,Krosno
69736481900,PRACTICE,83.6,1,2015-05-05,Lukow
34094545100,PRACTICE,66,1,2015-05-11,Swidnica
34094545100,PRACTICE,67,2,2015-05-11,Swidnica
34094545100,PRACTICE,56,3,2015-05-11,Zwolen
34094545100,PRACTICE,90,4,2015-05-11,Radom
51708690400,PRACTICE,75,1,2015-05-12,Warszawa - Radarowa
89904740900,PRACTICE,67,1,2015-05-12,Krakow - Balicka
89904740900,PRACTICE,82,2,2015-05-12,Lublin
82719413800,PRACTICE,67.45,1,2015-05-05,Wroclaw
82719413800,PRACTICE,84.55,2,2015-05-05,Sochaczew
59228840500,PRACTICE,94,1,2015-05-12,Kalisz
13712720400,PRACTICE,72.2,1,2015-05-06,Torun
13712720400,PRACTICE,89.3,2,2015-05-06,Lodz - Smutna
85623450900,PRACTICE,98,1,2015-05-11,Wroclaw
01614988200,PRACTICE,96,1,2015-05-11,Garwolin
28061298400,PRACTICE,77,1,2015-05-12,Milicz
72884645200,PRACTICE,81.7,1,2015-05-05,Ciechanow
26362536600,PRACTICE,83.6,1,2015-05-06,Gorzow Wielkopolski
66073187000,PRACTICE,62,1,2015-05-12,Nowy Sacz
66073187000,PRACTICE,66,2,2015-05-12,Bydgoszcz
66073187000,PRACTICE,64,3,2015-05-12,Gdynia
66073187000,PRACTICE,59,4,2015-05-12,Siedlce
66073187000,PRACTICE,67,5,2015-05-12,Radom
66073187000,PRACTICE,76,6,2015-05-12,Biala Podlaska
06520932800,PRACTICE,72.2,1,2015-05-06,Klodzko
06520932800,PRACTICE,83.6,2,2015-05-06,Lublin
79211245700,PRACTICE,84,1,2015-05-11,Slupsk
08615781100,PRACTICE,60.8,1,2015-05-06,Tarnogrzeg
08615781100,PRACTICE,51.3,2,2015-05-06,Sochaczew
08615781100,PRACTICE,72.2,3,2015-05-06,Warszawa - Odlewnicza
08615781100,PRACTICE,79.8,4,2015-05-06,Sieradz
02425956900,PRACTICE,97,1,2015-05-11,Nysa
20862468000,PRACTICE,84,1,2015-05-11,Warszawa - Radarowa
19013241100,PRACTICE,84,1,2015-05-12,Radom - Radomskiego
16780461200,PRACTICE,70.3,1,2015-05-05,Olsztyn
16780461200,PRACTICE,62.699999999999996,2,2015-05-05,Glogow
16780461200,PRACTICE,89.3,3,2015-05-05,Lodz - Maratonska
22866139900,PRACTICE,78,1,2015-05-12,Kamienna Gora
43293554900,PRACTICE,86.45,1,2015-05-06,Kamienna Gora
88184855900,PRACTICE,80,1,2015-05-12,Nowy Targ
77483109900,PRACTICE,94,1,2015-05-11,Olawa
20950522700,PRACTICE,59,1,2015-05-12,Gdynia
20950522700,PRACTICE,71,2,2015-05-12,Nysa
20950522700,PRACTICE,52,3,2015-05-12,Lodz - Maratonska
20950522700,PRACTICE,69,4,2015-05-12,Nowy Sacz
20950522700,PRACTICE,70,5,2015-05-12,Pila
20950522700,PRACTICE,67,6,2015-05-12,Luban
20950522700,PRACTICE,52,7,2015-05-12,Ostroleka
20950522700,PRACTICE,71,8,2015-05-12,Nowy Targ
20950522700,PRACTICE,98,9,2015-05-12,Kozienice
54915817600,PRACTICE,98,1,2015-05-12,Nysa
82009633300,PRACTICE,51.3,1,2015-05-05,Luban
82009633300,PRACTICE,72.2,2,2015-05-05,Warszawa - Radarowa
82009633300,PRACTICE,82.64999999999999,3,2015-05-05,Zwolen
35459665800,PRACTICE,58.9,1,2015-05-06,Ciechanow
35459665800,PRACTICE,72.2,2,2015-05-06,Glogow
35459665800,PRACTICE,48.449999999999996,3,2015-05-06,Skierniewice
35459665800,PRACTICE,60.8,4,2015-05-06,Oswiecim
35459665800,PRACTICE,50.349999999999994,5,2015-05-06,Grojec
35459665800,PRACTICE,62.699999999999996,6,2015-05-06,Olsztyn
35459665800,PRACTICE,64.6,7,2015-05-06,Lukow
35459665800,PRACTICE,67.45,8,2015-05-06,Inowroclaw
35459665800,PRACTICE,48.449999999999996,9,2015-05-06,Pulawy
35459665800,PRACTICE,82.64999999999999,10,2015-05-06,Tychy
64057155400,PRACTICE,50.349999999999994,1,2015-05-05,Boleslawiec
64057155400,PRACTICE,54.15,2,2015-05-05,Zwolen
64057155400,PRACTICE,61.75,3,2015-05-05,Ostrowiec Swietokrzyski
64057155400,PRACTICE,63.65,4,2015-05-05,Lomza
64057155400,PRACTICE,70.3,5,2015-05-05,Gdynia
64057155400,PRACTICE,87.39999999999999,6,2015-05-05,Przemysl
10180422500,PRACTICE,69.35,1,2015-05-05,Lukow
10180422500,PRACTICE,56.05,2,2015-05-05,Nowy Targ
10180422500,PRACTICE,89.3,3,2015-05-05,Sochaczew
77117242400,PRACTICE,95,1,2015-05-12,Krasnik
35746285300,PRACTICE,64,1,2015-05-12,Lukow
35746285300,PRACTICE,64,2,2015-05-12,Jelenia Gora
35746285300,PRACTICE,97,3,2015-05-12,Oswiecim
40720915300,PRACTICE,81.7,1,2015-05-06,Pulawy
78615482800,PRACTICE,83.6,1,2015-05-06,Piotrkow Trybunalski
68672883900,PRACTICE,53,1,2015-05-11,Nowy Targ
68672883900,PRACTICE,97,2,2015-05-11,Sieradz
83594792900,PRACTICE,56,1,2015-05-12,Gdansk
83594792900,PRACTICE,69,2,2015-05-12,Glogow
83594792900,PRACTICE,58,3,2015-05-12,Ostrowiec Swietokrzyski
83594792900,PRACTICE,61,4,2015-05-12,Czestochowa
83594792900,PRACTICE,54,5,2015-05-12,Sochaczew
83594792900,PRACTICE,83,6,2015-05-12,Opole
17810226000,PRACTICE,84,1,2015-05-12,Legnica
48544367400,PRACTICE,83,1,2015-05-11,Sochaczew
42427098200,PRACTICE,99,1,2015-05-12,Inowroclaw
68564336900,PRACTICE,63,1,2015-05-12,Skierniewice
68564336900,PRACTICE,86,2,2015-05-12,Wloclawek
34758517400,PRACTICE,50.349999999999994,1,2015-05-05,Kielce
34758517400,PRACTICE,82.64999999999999,2,2015-05-05,Poznan
50223079800,PRACTICE,78,1,2015-05-11,Warszawa - Radarowa
73497451900,PRACTICE,89.3,1,2015-05-05,Klodzko
67186894100,PRACTICE,91,1,2015-05-11,Bilgoraj
65255930000,PRACTICE,51,1,2015-05-12,Jelenia Gora
65255930000,PRACTICE,78,2,2015-05-12,Olsztyn
74973758500,PRACTICE,56,1,2015-05-12,Bielsk Podlaski
74973758500,PRACTICE,77,2,2015-05-12,Oswiecim
31106497700,PRACTICE,60.8,1,2015-05-06,Gdynia
31106497700,PRACTICE,68.39999999999999,2,2015-05-06,Olsztyn
31106497700,PRACTICE,87.39999999999999,3,2015-05-06,Legnica
82793159900,PRACTICE,63,1,2015-05-11,Zamosc
82793159900,PRACTICE,89,2,2015-05-11,Rybnik
41522613200,PRACTICE,53,1,2015-05-11,Grudziadz
41522613200,PRACTICE,92,2,2015-05-11,Piotrkow Trybunalski
34488036200,PRACTICE,83,1,2015-05-12,Bielsko Biala
57128153800,PRACTICE,68,1,2015-05-11,Siedlce
57128153800,PRACTICE,59,2,2015-05-11,Ostroleka
57128153800,PRACTICE,60,3,2015-05-11,Boleslawiec
57128153800,PRACTICE,93,4,2015-05-11,Kielce
73035161000,PRACTICE,68,1,2015-05-11,Kalisz
73035161000,PRACTICE,95,2,2015-05-11,Krasnik
24590643500,PRACTICE,78,1,2015-05-12,Krakow - Balicka
19845781000,PRACTICE,52.25,1,2015-05-06,Gorzow Wielkopolski
19845781000,PRACTICE,83.6,2,2015-05-06,Tychy
75056184400,PRACTICE,87.39999999999999,1,2015-05-05,Warszawa - Radarowa
27697441200,PRACTICE,87,1,2015-05-12,Barlinek
38292726700,PRACTICE,95,1,2015-05-12,Bielsk Podlaski
60261405500,PRACTICE,70.3,1,2015-05-05,Mlawa
60261405500,PRACTICE,83.6,2,2015-05-05,Leszno
14277263600,PRACTICE,88,1,2015-05-11,Oswiecim
33298313300,PRACTICE,81.7,1,2015-05-06,Elblag
18858512500,PRACTICE,76,1,2015-05-11,Swidnica
34180187400,PRACTICE,55,1,2015-05-12,Sieradz
34180187400,PRACTICE,63,2,2015-05-12,Przemysl
34180187400,PRACTICE,81,3,2015-05-12,Kielce
58106158800,PRACTICE,75.05,1,2015-05-06,Poznan
12322651700,PRACTICE,78.85,1,2015-05-05,Ostroleka
58635500700,PRACTICE,90.25,1,2015-05-05,Olawa
47258602100,PRACTICE,93.1,1,2015-05-06,Ostroleka
60981253300,PRACTICE,90,1,2015-05-12,Pulawy
79586812900,PRACTICE,96,1,2015-05-11,Gdynia
80493212400,PRACTICE,74,1,2015-05-12,Opole
80493212400,PRACTICE,80,2,2015-05-12,Ostrowiec Swietokrzyski
22044911300,PRACTICE,70,1,2015-05-11,Pulawy
22044911300,PRACTICE,67,2,2015-05-11,Grudziadz
22044911300,PRACTICE,73,3,2015-05-11,Barlinek
22044911300,PRACTICE,97,4,2015-05-11,Tychy
53263841300,PRACTICE,58.9,1,2015-05-05,Bialystok
53263841300,PRACTICE,69.35,2,2015-05-05,Sochaczew
53263841300,PRACTICE,55.099999999999994,3,2015-05-05,Ostroleka
53263841300,PRACTICE,92.14999999999999,4,2015-05-05,Zamosc
64521274500,PRACTICE,55,1,2015-05-11,Rzeszow
64521274500,PRACTICE,70,2,2015-05-11,Zielona Gora
64521274500,PRACTICE,84,3,2015-05-11,Chelm
53537942000,PRACTICE,79,1,2015-05-12,Ostroleka
67921642100,PRACTICE,72.2,1,2015-05-06,Kalisz
67921642100,PRACTICE,93.1,2,2015-05-06,Gdansk
56612244900,PRACTICE,55,1,2015-05-11,Lodz - Smutna
56612244900,PRACTICE,98,2,2015-05-11,Lodz - Maratonska
79445133600,PRACTICE,99,1,2015-05-11,Bytom
24412063500,PRACTICE,79.8,1,2015-05-05,Zwolen
41076716300,PRACTICE,92.14999999999999,1,2015-05-06,Ostrowiec Swietokrzyski
12807051000,PRACTICE,77,1,2015-05-11,Grojec
26838958600,PRACTICE,70,1,2015-05-12,Kedzierzyn Kozle
26838958600,PRACTICE,51,2,2015-05-12,Poznan
26838958600,PRACTICE,50,3,2015-05-12,Krakow - Nowohucka
26838958600,PRACTICE,71,4,2015-05-12,Warszawa - Odlewnicza
26838958600,PRACTICE,71,5,2015-05-12,Luban
26838958600,PRACTICE,63,6,2015-05-12,Sieradz
26838958600,PRACTICE,60,7,2015-05-12,Garwolin
26838958600,PRACTICE,78,8,2015-05-12,Wroclaw
60398523700,PRACTICE,68.39999999999999,1,2015-05-06,Swidnica
60398523700,PRACTICE,66.5,2,2015-05-06,Sochaczew
60398523700,PRACTICE,60.8,3,2015-05-06,Olsztyn
60398523700,PRACTICE,66.5,4,2015-05-06,Olesnica
60398523700,PRACTICE,89.3,5,2015-05-06,Luban
37016548900,PRACTICE,62.699999999999996,1,2015-05-06,Oswiecim
37016548900,PRACTICE,55.099999999999994,2,2015-05-06,Ostroleka
37016548900,PRACTICE,62.699999999999996,3,2015-05-06,Poznan
37016548900,PRACTICE,89.3,4,2015-05-06,Zielona Gora
56121553200,PRACTICE,64,1,2015-05-12,Lodz - Maratonska
56121553200,PRACTICE,96,2,2015-05-12,Koszalin
23081787500,PRACTICE,100,1,2015-05-11,Sieradz
67119722700,PRACTICE,96,1,2015-05-11,Piotrkow Trybunalski
00284222000,PRACTICE,89.3,1,2015-05-05,Tarnow
78260056300,PRACTICE,88.35,1,2015-05-05,Olsztyn
24617374500,PRACTICE,99,1,2015-05-12,Bialystok
62440026400,PRACTICE,86,1,2015-05-12,Koszalin
03112623900,PRACTICE,57.0,1,2015-05-06,Legnica
03112623900,PRACTICE,93.1,2,2015-05-06,Walbrzych
08932962200,PRACTICE,55.099999999999994,1,2015-05-06,Nowy Sacz
08932962200,PRACTICE,76.0,2,2015-05-06,Szczecinek
60729534900,PRACTICE,97,1,2015-05-11,Kedzierzyn Kozle
25881756400,PRACTICE,88.35,1,2015-05-05,Krakow - Balicka
70062181000,PRACTICE,64,1,2015-05-12,Bytom
70062181000,PRACTICE,56,2,2015-05-12,Zamosc
70062181000,PRACTICE,78,3,2015-05-12,Lodz - Smutna
71432594600,PRACTICE,77.89999999999999,1,2015-05-06,Konin
81845598200,PRACTICE,62.699999999999996,1,2015-05-05,Mlawa
81845598200,PRACTICE,79.8,2,2015-05-05,Ostrowiec Swietokrzyski
52367719500,PRACTICE,77.89999999999999,1,2015-05-06,Bytom
35608585300,PRACTICE,65,1,2015-05-11,Krakow - Balicka
35608585300,PRACTICE,95,2,2015-05-11,Chelm
62814318600,PRACTICE,80,1,2015-05-12,Inowroclaw
